index,mae,rmse
644,0.314238,0.472801
77,0.303135,0.474746
666,0.30824,0.476818
29,0.30800900000000003,0.47818
128,0.317644,0.478261
828,0.318594,0.478674
760,0.302122,0.479127
360,0.315985,0.47928999999999994
15,0.317563,0.479462
290,0.32209499999999996,0.48111499999999996
138,0.305566,0.48179700000000003
538,0.32727,0.482634
684,0.322276,0.48326499999999994
119,0.318698,0.484731
98,0.32465900000000003,0.486382
741,0.31372,0.486913
533,0.325714,0.487142
196,0.322534,0.487313
296,0.318748,0.4876
94,0.32997600000000005,0.48767
460,0.337426,0.48797399999999996
226,0.334721,0.488166
580,0.319974,0.48836599999999997
185,0.329085,0.488464
50,0.32950799999999997,0.48850699999999997
314,0.31714899999999996,0.48932299999999995
39,0.31605900000000003,0.48953500000000005
821,0.32858000000000004,0.489592
442,0.323943,0.489675
592,0.324677,0.49034799999999995
136,0.324127,0.49044799999999994
143,0.33205,0.490921
251,0.328309,0.490986
410,0.33759,0.491051
690,0.329428,0.49131199999999997
411,0.340673,0.492033
397,0.32759699999999997,0.492083
400,0.343911,0.49219399999999996
101,0.327416,0.49236800000000003
781,0.33558499999999997,0.492654
797,0.346901,0.492726
672,0.324811,0.492858
642,0.311391,0.493154
470,0.33426500000000003,0.49371800000000005
665,0.33943,0.493791
835,0.32190799999999997,0.494341
288,0.339117,0.49446899999999994
38,0.33074699999999996,0.494476
129,0.319738,0.49460299999999996
222,0.32725,0.49463100000000004
496,0.34371999999999997,0.495025
745,0.326588,0.496091
184,0.322893,0.496316
708,0.331938,0.496467
454,0.328474,0.49681400000000003
18,0.326085,0.49692700000000006
705,0.344801,0.49709899999999996
686,0.341145,0.497249
55,0.338363,0.497679
894,0.328692,0.497827
89,0.32455500000000004,0.498148
156,0.341523,0.498389
529,0.336781,0.49930699999999995
108,0.322569,0.49965299999999996
158,0.350408,0.499717
419,0.33358699999999997,0.499741
186,0.322996,0.499852
728,0.318207,0.49987299999999996
174,0.314538,0.499925
564,0.32969499999999996,0.500001
315,0.35541100000000003,0.500296
44,0.340235,0.500891
429,0.332873,0.50116
712,0.324283,0.501265
254,0.327263,0.501428
510,0.334868,0.501516
131,0.34768899999999997,0.501839
722,0.32242,0.501951
652,0.339329,0.502333
160,0.323694,0.502551
860,0.337527,0.502594
765,0.34626399999999996,0.502783
205,0.339542,0.502853
113,0.32500100000000004,0.502962
366,0.328599,0.503145
361,0.342242,0.503365
67,0.325233,0.503566
301,0.323544,0.504289
553,0.348627,0.504297
892,0.334309,0.504473
389,0.356606,0.5049680000000001
871,0.33469299999999996,0.505061
500,0.364053,0.5050859999999999
266,0.345903,0.505497
625,0.324113,0.505657
768,0.329664,0.505935
744,0.34387199999999996,0.506193
384,0.332507,0.506911
357,0.324772,0.507499
874,0.321598,0.507572
110,0.352579,0.5076109999999999
450,0.342767,0.5077550000000001
852,0.362291,0.50857
109,0.34179899999999996,0.508579
405,0.35129699999999997,0.508681
252,0.352589,0.508868
239,0.329045,0.509043
62,0.325198,0.509185
112,0.325315,0.509416
606,0.33023600000000003,0.5097119999999999
173,0.32395799999999997,0.509767
235,0.362016,0.509799
654,0.357959,0.509926
881,0.33696,0.510109
838,0.346679,0.510138
225,0.34722,0.510138
581,0.33060100000000003,0.510444
218,0.342422,0.510893
63,0.341089,0.510987
489,0.339057,0.511001
250,0.326943,0.511458
458,0.366023,0.511847
271,0.325581,0.511882
5,0.344378,0.512433
322,0.33173400000000003,0.512699
396,0.32482300000000003,0.513617
130,0.374754,0.513698
548,0.367673,0.513729
792,0.317954,0.5138699999999999
163,0.368253,0.513935
634,0.330691,0.514149
1,0.348585,0.5142359999999999
640,0.37690100000000004,0.514314
884,0.332054,0.514351
365,0.332424,0.514374
846,0.349067,0.514509
578,0.345773,0.514659
867,0.32564899999999997,0.51493
340,0.35380700000000004,0.515055
840,0.368819,0.515123
518,0.377204,0.515242
211,0.315216,0.5153369999999999
887,0.348628,0.5153989999999999
756,0.358611,0.515454
645,0.320276,0.5156350000000001
473,0.355802,0.516237
543,0.344194,0.5163399999999999
418,0.32609499999999997,0.516821
680,0.379938,0.517112
323,0.352148,0.5175569999999999
117,0.355433,0.517664
338,0.34376599999999996,0.517898
70,0.364213,0.51802
630,0.336582,0.518204
693,0.361009,0.5182180000000001
300,0.343434,0.518383
399,0.352475,0.5186
335,0.339343,0.518623
636,0.322617,0.519208
532,0.331083,0.519323
208,0.346292,0.519586
796,0.38615700000000003,0.519737
406,0.335052,0.519953
650,0.329926,0.520202
316,0.350484,0.520207
598,0.385296,0.520313
611,0.365012,0.520731
635,0.34089899999999995,0.5208729999999999
610,0.372792,0.521151
64,0.327517,0.521486
597,0.32864499999999996,0.521591
825,0.342891,0.521621
449,0.361771,0.521648
79,0.36828299999999997,0.5219090000000001
531,0.347508,0.5222060000000001
732,0.368992,0.5224
676,0.38395,0.522415
25,0.345042,0.522532
415,0.320752,0.522894
850,0.364573,0.522915
346,0.359718,0.522954
446,0.317096,0.522965
140,0.348553,0.522981
349,0.35729,0.5232720000000001
633,0.33596,0.523536
688,0.34986300000000004,0.523927
157,0.337756,0.5239560000000001
313,0.36493600000000004,0.524018
613,0.369879,0.524154
656,0.359014,0.524516
345,0.35294899999999996,0.524569
103,0.373008,0.524667
583,0.364773,0.5249199999999999
795,0.352105,0.524954
573,0.384044,0.525019
579,0.35451,0.525111
891,0.37085500000000005,0.525149
124,0.34324899999999997,0.525301
471,0.326448,0.525479
7,0.386708,0.525676
586,0.332345,0.525812
328,0.369178,0.525858
733,0.361244,0.5261859999999999
267,0.379398,0.526247
439,0.38024,0.526508
481,0.322332,0.526575
742,0.357147,0.526596
617,0.350995,0.526928
21,0.36633699999999997,0.526943
88,0.373906,0.527104
713,0.348993,0.527137
724,0.37085100000000004,0.52733
447,0.347977,0.527508
461,0.350722,0.5277270000000001
491,0.346883,0.527799
569,0.327811,0.5279560000000001
527,0.393513,0.528004
521,0.382657,0.528043
202,0.326559,0.528184
59,0.311307,0.528547
327,0.350086,0.528579
877,0.34583400000000003,0.528604
92,0.3618,0.528673
324,0.357792,0.528937
207,0.340539,0.52913
832,0.344891,0.5292180000000001
855,0.35634899999999997,0.529257
341,0.364692,0.5293
364,0.350434,0.529306
334,0.353823,0.529457
198,0.339447,0.529763
723,0.386362,0.529854
260,0.319805,0.529921
137,0.321405,0.5300630000000001
413,0.345369,0.530137
701,0.349564,0.530162
422,0.401292,0.5302100000000001
76,0.350221,0.530572
763,0.386865,0.530592
526,0.38216500000000003,0.530878
568,0.35047,0.531086
293,0.332075,0.531362
362,0.384038,0.531385
626,0.368231,0.531608
57,0.333005,0.531744
704,0.36044899999999996,0.532173
584,0.362153,0.532187
551,0.372781,0.5324479999999999
150,0.355057,0.532468
501,0.370032,0.532543
386,0.374283,0.53263
539,0.37027,0.533378
304,0.369609,0.533532
106,0.382633,0.533704
4,0.34364,0.533928
565,0.372456,0.53395
737,0.371485,0.534013
253,0.342498,0.534015
511,0.37040700000000004,0.534072
864,0.351468,0.534523
375,0.365759,0.5346380000000001
570,0.394196,0.534712
616,0.369765,0.53493
550,0.36846999999999996,0.534991
223,0.4056,0.535237
774,0.352234,0.535279
770,0.374947,0.5353640000000001
798,0.383471,0.5353720000000001
291,0.362075,0.535594
465,0.346821,0.535733
757,0.337117,0.535824
497,0.3558,0.5361670000000001
492,0.362349,0.536262
394,0.360982,0.536933
657,0.381853,0.5370659999999999
134,0.36644,0.537098
804,0.36146999999999996,0.537101
336,0.379924,0.537564
638,0.37700900000000004,0.537596
748,0.31564200000000003,0.537694
812,0.340647,0.537798
115,0.389328,0.5382640000000001
246,0.36328499999999997,0.5383319999999999
54,0.361211,0.5383939999999999
269,0.375035,0.538478
179,0.37443699999999996,0.538659
305,0.375992,0.538755
380,0.380972,0.538801
144,0.360935,0.53889
513,0.390106,0.539181
790,0.335008,0.539281
151,0.374397,0.539405
10,0.33105300000000004,0.539563
677,0.3259,0.53995
749,0.36748800000000004,0.540357
149,0.387226,0.5417770000000001
26,0.39162600000000003,0.541787
605,0.388863,0.542238
187,0.39365,0.542501
600,0.335741,0.54262
289,0.35790900000000003,0.542629
632,0.37519600000000003,0.542723
623,0.381779,0.542816
562,0.388907,0.542841
480,0.375058,0.5428850000000001
789,0.35595,0.5432170000000001
420,0.39002800000000004,0.543479
820,0.40858,0.543482
388,0.353031,0.543823
561,0.317409,0.543931
622,0.391638,0.543964
463,0.392151,0.543978
319,0.351254,0.544031
270,0.398374,0.544294
755,0.388346,0.544521
706,0.35059,0.544523
343,0.317205,0.544804
758,0.423654,0.544834
646,0.334393,0.54487
40,0.403876,0.545342
387,0.391828,0.545466
725,0.39513200000000004,0.5454760000000001
736,0.39062600000000003,0.545549
404,0.41775,0.5457310000000001
180,0.37759299999999996,0.546407
505,0.33866799999999997,0.546479
843,0.42163500000000004,0.546657
694,0.384567,0.5469689999999999
806,0.37799299999999997,0.54713
589,0.387977,0.547388
675,0.352526,0.54774
178,0.392313,0.54779
818,0.415547,0.548041
878,0.396889,0.548477
369,0.379103,0.548507
139,0.411053,0.5486
764,0.400094,0.548693
780,0.39779000000000003,0.548871
320,0.38893099999999997,0.549138
702,0.378096,0.549249
58,0.402053,0.549407
453,0.40713499999999997,0.549658
851,0.365185,0.549732
47,0.352437,0.549888
367,0.39779200000000003,0.549892
248,0.356944,0.550392
326,0.374862,0.55074
407,0.400536,0.550816
661,0.404516,0.5508649999999999
216,0.367963,0.5509970000000001
52,0.362636,0.551142
809,0.403156,0.551164
204,0.40384000000000003,0.5518850000000001
528,0.40168000000000004,0.551978
277,0.361617,0.552013
591,0.399525,0.552032
873,0.33813499999999996,0.552148
457,0.334918,0.552227
782,0.41408500000000004,0.552375
141,0.42346999999999996,0.552784
673,0.400183,0.5529810000000001
283,0.375246,0.553609
716,0.364466,0.553848
498,0.40917600000000004,0.553938
188,0.409556,0.5540109999999999
233,0.39304,0.554283
126,0.36794099999999996,0.5549109999999999
443,0.373325,0.5551010000000001
639,0.39952,0.555128
671,0.39211599999999996,0.555426
282,0.419677,0.5555770000000001
668,0.41088,0.555616
629,0.39095100000000005,0.555789
93,0.41378400000000004,0.555905
333,0.39865100000000003,0.55598
552,0.374687,0.556142
865,0.383139,0.556213
575,0.40713299999999997,0.556538
885,0.404814,0.556693
485,0.411444,0.557671
352,0.36772699999999997,0.5580970000000001
817,0.414637,0.558185
299,0.417142,0.558188
245,0.401885,0.558393
541,0.418124,0.558416
869,0.370269,0.558491
537,0.415371,0.55857
778,0.361676,0.558596
663,0.41577,0.558722
771,0.43632600000000005,0.558819
167,0.403034,0.559003
567,0.413575,0.559534
773,0.405452,0.55967
339,0.391806,0.560361
696,0.398861,0.5604020000000001
111,0.418988,0.560541
116,0.41287799999999997,0.560769
66,0.375714,0.561561
472,0.42160600000000004,0.561609
321,0.37432600000000005,0.561779
210,0.41101099999999996,0.561842
372,0.369577,0.561865
148,0.38569000000000003,0.561866
348,0.411153,0.562064
107,0.42623999999999995,0.562271
729,0.404444,0.562351
307,0.41976800000000003,0.562355
242,0.399074,0.562419
236,0.39609,0.562554
810,0.39215300000000003,0.563046
262,0.383319,0.563211
31,0.42570699999999995,0.563231
549,0.420083,0.563448
247,0.394022,0.563505
544,0.42690600000000006,0.563926
65,0.42699899999999996,0.563951
275,0.385778,0.564605
193,0.41981,0.564616
845,0.425637,0.564746
49,0.414012,0.56535
490,0.422767,0.565756
524,0.429439,0.566797
743,0.430335,0.567257
347,0.41404300000000005,0.56799
159,0.45140699999999995,0.568159
312,0.43455200000000005,0.568403
318,0.407654,0.568551
827,0.38544,0.568656
42,0.41385,0.568719
355,0.43231400000000003,0.56895
398,0.433536,0.569082
711,0.41893400000000003,0.569211
515,0.433802,0.570354
715,0.436291,0.570425
213,0.436334,0.570567
805,0.436721,0.570599
183,0.383241,0.5710189999999999
121,0.43394399999999994,0.5712520000000001
249,0.447238,0.571345
476,0.380405,0.571507
620,0.382668,0.5715399999999999
829,0.42589799999999994,0.5716680000000001
114,0.403945,0.5724279999999999
753,0.41988500000000006,0.572937
890,0.433266,0.5729449999999999
727,0.435472,0.573314
566,0.433062,0.573364
306,0.390888,0.57345
368,0.391146,0.574565
520,0.43013,0.57473
643,0.391853,0.574856
431,0.444018,0.57555
424,0.43416499999999997,0.5755979999999999
87,0.346571,0.575715
228,0.35337399999999997,0.576075
849,0.410343,0.576153
679,0.428353,0.576484
22,0.42641,0.576561
392,0.396365,0.576607
762,0.399804,0.576816
244,0.433464,0.5777760000000001
554,0.445618,0.577902
171,0.39107,0.577958
866,0.384912,0.5782390000000001
735,0.447952,0.578246
775,0.383183,0.578267
627,0.445454,0.578433
556,0.452712,0.578842
559,0.424922,0.578872
164,0.362973,0.57927
175,0.409199,0.579437
653,0.445435,0.579785
703,0.460779,0.581466
100,0.452682,0.581665
692,0.45310600000000006,0.581799
576,0.428515,0.581824
495,0.45319499999999996,0.5819340000000001
85,0.435143,0.582611
599,0.380703,0.58303
74,0.44533900000000004,0.583349
298,0.433356,0.583482
34,0.38304699999999997,0.583493
356,0.437184,0.583839
800,0.44331800000000005,0.584368
3,0.373695,0.584635
601,0.455254,0.584892
862,0.411101,0.585329
651,0.405002,0.585762
870,0.44351599999999997,0.5859270000000001
687,0.434957,0.586829
377,0.397992,0.586888
660,0.45394799999999996,0.587008
240,0.41996000000000006,0.588084
503,0.431526,0.588097
0,0.438783,0.588539
740,0.43216499999999997,0.588781
759,0.380128,0.5895090000000001
383,0.426213,0.5895640000000001
448,0.403807,0.589759
558,0.39131900000000003,0.590838
237,0.41182700000000005,0.5913149999999999
822,0.468021,0.5916640000000001
609,0.441539,0.591735
751,0.37651799999999996,0.591773
814,0.462959,0.591884
435,0.41950600000000005,0.592206
689,0.458929,0.5922069999999999
516,0.478048,0.5936060000000001
761,0.470963,0.593905
12,0.444845,0.594151
886,0.444446,0.5942729999999999
841,0.447929,0.594457
826,0.37043400000000004,0.594707
868,0.470742,0.595092
330,0.46167600000000003,0.5953510000000001
104,0.434175,0.5957859999999999
229,0.456516,0.595858
494,0.474896,0.5961489999999999
191,0.479488,0.596309
664,0.37044699999999997,0.596547
426,0.476365,0.5969760000000001
667,0.391779,0.597302
232,0.39232,0.597892
96,0.394571,0.598109
445,0.453035,0.598118
61,0.379567,0.598292
444,0.416487,0.59917
807,0.413733,0.5992069999999999
563,0.37805,0.59944
342,0.48527600000000004,0.599528
264,0.460765,0.5996640000000001
176,0.47461400000000004,0.600769
571,0.45775600000000005,0.6008220000000001
602,0.425069,0.600927
195,0.419641,0.6016
718,0.44431899999999996,0.6021
48,0.424317,0.602175
425,0.433496,0.602367
786,0.398615,0.6027
9,0.466508,0.6028680000000001
848,0.41943400000000003,0.603046
354,0.444665,0.604635
310,0.45995600000000003,0.604816
767,0.38638,0.605326
730,0.43016000000000004,0.6053430000000001
412,0.46009300000000003,0.6055229999999999
493,0.46405100000000005,0.605676
84,0.485512,0.605718
783,0.423108,0.605741
294,0.461326,0.606762
662,0.48085,0.606847
587,0.398457,0.606895
788,0.46766499999999994,0.606989
816,0.470271,0.6072310000000001
97,0.401537,0.6072390000000001
451,0.385813,0.607306
499,0.490025,0.607604
791,0.403444,0.607941
738,0.465855,0.608013
344,0.46964300000000003,0.608345
220,0.47297799999999995,0.608688
858,0.42606700000000003,0.608716
456,0.473991,0.6090840000000001
311,0.49019700000000005,0.610019
181,0.406835,0.610298
127,0.48058100000000004,0.61157
631,0.47763,0.611759
71,0.41953,0.612193
72,0.431724,0.612269
197,0.43203100000000005,0.613834
17,0.436303,0.6142350000000001
469,0.42868599999999996,0.615146
483,0.486886,0.616625
530,0.399395,0.6166689999999999
118,0.41061400000000003,0.617118
683,0.43271899999999996,0.617143
787,0.41519700000000004,0.617153
546,0.42111899999999997,0.617571
370,0.418919,0.618382
854,0.407996,0.61844
391,0.409383,0.618589
507,0.41657,0.6185930000000001
628,0.41272,0.618779
297,0.504853,0.619113
147,0.446179,0.621104
784,0.48563999999999996,0.62134
593,0.476908,0.622125
734,0.442036,0.622221
255,0.44384700000000005,0.622977
604,0.46915500000000004,0.623801
655,0.512745,0.624412
303,0.494925,0.624791
883,0.488688,0.625501
614,0.505015,0.625656
219,0.45894700000000005,0.626264
428,0.503266,0.626473
844,0.48247700000000004,0.626777
427,0.429371,0.627053
329,0.40998199999999996,0.627681
421,0.44162399999999996,0.627858
395,0.42792700000000006,0.6279680000000001
475,0.443454,0.62805
81,0.42000200000000004,0.628111
508,0.5104810000000001,0.6302270000000001
11,0.41909799999999997,0.6302800000000001
880,0.516456,0.630321
615,0.43253800000000003,0.631459
132,0.452795,0.6321899999999999
557,0.435134,0.633458
192,0.511397,0.6335189999999999
363,0.417616,0.634872
882,0.459236,0.635097
135,0.46238199999999996,0.63642
358,0.444658,0.6369640000000001
378,0.49211800000000006,0.637549
813,0.530193,0.637641
514,0.524153,0.637911
707,0.47754399999999997,0.637995
234,0.502318,0.638074
607,0.46159799999999995,0.639425
876,0.439482,0.6399189999999999
379,0.521633,0.640461
853,0.47176599999999996,0.641215
261,0.514235,0.641624
33,0.459521,0.641883
272,0.534748,0.6422479999999999
256,0.426437,0.642519
280,0.425654,0.64293
19,0.421799,0.643038
474,0.45174,0.64353
777,0.468888,0.644092
36,0.459703,0.644764
80,0.528421,0.645623
170,0.434988,0.646402
596,0.42721899999999996,0.646654
434,0.49713199999999996,0.647171
274,0.541213,0.647523
91,0.494936,0.647749
455,0.543532,0.648491
30,0.479096,0.648584
478,0.455295,0.64949
699,0.46917299999999995,0.649787
534,0.464667,0.650092
257,0.471938,0.650612
373,0.528175,0.651435
674,0.463114,0.652388
182,0.549207,0.652764
477,0.48275200000000007,0.6529590000000001
243,0.41512200000000005,0.653502
416,0.46388,0.654338
227,0.47353100000000004,0.655072
637,0.489489,0.655881
16,0.47387399999999996,0.657137
353,0.46058599999999994,0.657203
691,0.550295,0.6574479999999999
165,0.553265,0.65915
486,0.54928,0.660646
588,0.48592799999999997,0.6610550000000001
836,0.451316,0.6611819999999999
484,0.5516949999999999,0.6636489999999999
385,0.46053,0.663875
739,0.51083,0.6640689999999999
83,0.493374,0.664465
714,0.540329,0.664485
436,0.41482299999999994,0.664833
273,0.46824,0.665003
45,0.5447890000000001,0.665029
799,0.468028,0.666381
839,0.485854,0.666796
750,0.523397,0.6680729999999999
619,0.45464,0.668151
390,0.45607299999999995,0.6684829999999999
35,0.46041899999999997,0.6703819999999999
603,0.531184,0.67055
122,0.496458,0.671162
547,0.48505,0.671477
86,0.507394,0.6715909999999999
6,0.454034,0.672266
658,0.43918,0.672511
221,0.47779399999999994,0.674828
152,0.5694020000000001,0.6748970000000001
230,0.508005,0.674902
177,0.5057550000000001,0.675025
842,0.5091640000000001,0.6758649999999999
731,0.569792,0.676142
90,0.484155,0.676257
153,0.50535,0.676323
685,0.553074,0.6763859999999999
206,0.541392,0.676621
875,0.414866,0.678955
331,0.505554,0.680756
279,0.512482,0.681577
641,0.573224,0.681987
837,0.510847,0.68204
161,0.5850270000000001,0.683301
215,0.517246,0.683816
265,0.513783,0.684148
23,0.551547,0.684398
28,0.525419,0.684756
802,0.438698,0.685021
209,0.569055,0.686279
37,0.5772930000000001,0.687987
482,0.5160170000000001,0.6884819999999999
785,0.515742,0.688508
726,0.546351,0.6905979999999999
517,0.436292,0.6912159999999999
585,0.5755600000000001,0.691738
285,0.5925729999999999,0.691761
834,0.427858,0.692449
504,0.50017,0.693277
46,0.44228500000000004,0.696416
695,0.441903,0.697627
479,0.527636,0.698468
710,0.44075699999999995,0.700377
649,0.503855,0.701014
32,0.453672,0.701897
75,0.5401590000000001,0.7024819999999999
572,0.494017,0.702557
574,0.538146,0.702759
41,0.542167,0.704052
53,0.589191,0.704268
68,0.583741,0.704499
302,0.58765,0.705975
831,0.471973,0.7075859999999999
506,0.526928,0.70765
201,0.593724,0.708511
772,0.533736,0.710375
172,0.605065,0.713192
287,0.5222939999999999,0.713217
815,0.5579770000000001,0.714044
889,0.572617,0.714228
462,0.461025,0.715007
612,0.46040600000000004,0.715019
51,0.553583,0.715777
8,0.564617,0.716952
125,0.5884229999999999,0.717182
432,0.561646,0.718133
833,0.556655,0.718206
467,0.497291,0.719823
166,0.522696,0.720016
295,0.521686,0.722729
133,0.61342,0.723907
95,0.5217609999999999,0.7241390000000001
120,0.526383,0.724179
872,0.549579,0.724567
337,0.446205,0.724642
466,0.48629300000000003,0.725364
525,0.562163,0.726699
452,0.632128,0.7278680000000001
430,0.592593,0.728781
268,0.537816,0.729354
659,0.60878,0.72993
203,0.5291359999999999,0.731323
417,0.578577,0.731434
408,0.6294390000000001,0.732108
621,0.525622,0.733498
278,0.5249590000000001,0.73358
43,0.639968,0.733966
371,0.620717,0.734122
700,0.438567,0.7343310000000001
811,0.549725,0.7366590000000001
522,0.617725,0.7368239999999999
648,0.5896600000000001,0.7384109999999999
536,0.487037,0.738482
241,0.576669,0.739338
414,0.534473,0.739509
577,0.5823470000000001,0.740283
27,0.571408,0.7407159999999999
608,0.523058,0.7416699999999999
717,0.584095,0.743578
317,0.573691,0.745762
325,0.6077899999999999,0.746079
276,0.591073,0.749632
60,0.471621,0.7505109999999999
286,0.6116699999999999,0.75078
595,0.629154,0.751942
502,0.578186,0.752843
793,0.602849,0.753267
200,0.5974649999999999,0.753778
803,0.6088319999999999,0.756861
746,0.660111,0.758199
20,0.577397,0.758731
146,0.580709,0.75936
199,0.644382,0.7636890000000001
861,0.5464359999999999,0.76474
519,0.633436,0.764867
440,0.643969,0.765766
169,0.62283,0.767116
162,0.637209,0.771971
647,0.6786760000000001,0.773402
719,0.6077640000000001,0.776987
523,0.61947,0.7791640000000001
82,0.6093850000000001,0.779474
847,0.630764,0.779529
433,0.622993,0.7831819999999999
769,0.619876,0.784175
859,0.6325930000000001,0.786637
441,0.647684,0.7875800000000001
332,0.6329670000000001,0.788601
168,0.476945,0.789393
381,0.681739,0.793033
382,0.7034600000000001,0.7950619999999999
308,0.697082,0.795179
824,0.622113,0.7960470000000001
212,0.50131,0.797292
488,0.597083,0.800438
145,0.6323449999999999,0.800713
409,0.6502829999999999,0.802744
823,0.669262,0.805372
13,0.664117,0.8056760000000001
123,0.699472,0.8077489999999999
102,0.60256,0.811146
459,0.705543,0.812847
670,0.650478,0.81402
747,0.661351,0.8144279999999999
99,0.665992,0.8145640000000001
238,0.672415,0.815116
78,0.711087,0.815134
24,0.70336,0.816049
374,0.6545479999999999,0.818438
888,0.6615489999999999,0.819182
879,0.7059439999999999,0.820149
263,0.669375,0.8221040000000001
512,0.7024020000000001,0.826225
2,0.679349,0.826542
682,0.678585,0.827717
437,0.666722,0.827845
69,0.670463,0.83021
259,0.681203,0.8314020000000001
359,0.682558,0.8334459999999999
217,0.607147,0.835902
73,0.6881079999999999,0.836159
545,0.688024,0.836458
754,0.643559,0.8409780000000001
560,0.512888,0.8413360000000001
309,0.756307,0.858051
721,0.719858,0.862502
468,0.7492449999999999,0.8707959999999999
393,0.714226,0.87164
189,0.727437,0.8727799999999999
594,0.7626109999999999,0.876337
624,0.738577,0.8792
776,0.741785,0.8817209999999999
509,0.693181,0.8829370000000001
669,0.7508319999999999,0.8855350000000001
895,0.75148,0.8919530000000001
376,0.77956,0.8927940000000001
618,0.650465,0.894652
535,0.6823739999999999,0.89685
401,0.644519,0.897561
582,0.7571319999999999,0.903299
142,0.770882,0.906222
808,0.767302,0.9073829999999999
194,0.8322360000000001,0.911294
154,0.713585,0.9182290000000001
105,0.7878539999999999,0.928208
403,0.793445,0.93269
542,0.712875,0.9367110000000001
752,0.831169,0.9380639999999999
258,0.795775,0.939241
402,0.7776609999999999,0.9402799999999999
350,0.8500639999999999,0.9421649999999999
423,0.773691,0.950757
487,0.8213159999999999,0.971981
292,0.840468,0.974656
794,0.833084,0.981034
779,0.84649,0.982554
540,0.706987,0.985604
819,0.838471,0.987873
224,0.881282,1.012159
56,0.84478,1.020549
351,0.8989950000000001,1.0314020000000002
830,0.9127209999999999,1.039491
555,0.943313,1.061674
720,0.931516,1.061703
464,0.9482799999999999,1.083175
281,0.976877,1.1123120000000002
678,0.992038,1.120484
438,1.055721,1.1539409999999999
231,1.033884,1.165748
681,1.131268,1.2265409999999999
155,1.091603,1.234746
190,1.144434,1.26834
697,1.19713,1.2837290000000001
863,1.157191,1.314323
14,1.366325,1.4898200000000001
766,1.354841,1.496817
709,1.4156600000000001,1.5177209999999999
856,1.379872,1.532602
590,1.425511,1.544761
801,1.455268,1.566122
214,1.45544,1.581053
698,1.4911510000000001,1.6132360000000001
857,1.58086,1.691971
284,1.574532,1.6977240000000002
